"cell_type","replicate","stim_type","stim_level","stim_unit","time","ratio_dye_A","ratio_dye_B","merged_nuclei","nuclearity","A","B"
"MEF","replicate_1","IFNG",0,"ng/ml",15,1.1448,1.4148,"yes","bi-nuclear",1.4078,1.25
"MEF","replicate_1","IFNG",0,"ng/ml",15,1.2386,1.6891,"yes","bi-nuclear",1.5376,1.1493
"MEF","replicate_1","IFNG",0,"ng/ml",15,0.9747,0.603,"yes","bi-nuclear",5.7524,18.5829
"MEF","replicate_1","IFNG",0,"ng/ml",15,0.9253,0.7335,"yes","bi-nuclear",0.5565,0.4597
"MEF","replicate_1","IFNG",0,"ng/ml",15,0.5063,0.2782,"yes","bi-nuclear",0.6528,0.9376
"MEF","replicate_1","IFNG",0,"ng/ml",15,0.9786,0.9758,"yes","bi-nuclear",0.8824,0.972
"MEF","replicate_1","IFNG",0,"ng/ml",15,1.1886,1.1441,"yes","bi-nuclear",1.4426,1.4361
"MEF","replicate_1","IFNG",0,"ng/ml",15,1.0044,1.4527,"yes","bi-nuclear",0.7533,0.758
"MEF","replicate_1","IFNG",0,"ng/ml",15,1.1926,1.5176,"yes","bi-nuclear",0.5994,0.5153
"MEF","replicate_1","IFNG",0,"ng/ml",15,0.7686,0.6462,"yes","bi-nuclear",0.8235,0.836
"MEF","replicate_1","IFNG",0,"ng/ml",15,0.9072,1.0601,"yes","bi-nuclear",0.8808,0.7323
"MEF","replicate_1","IFNG",0,"ng/ml",15,1.2902,1.0969,"yes","bi-nuclear",0.7804,0.5473
"MEF","replicate_1","IFNG",0,"ng/ml",15,0.6651,0.8337,"yes","bi-nuclear",0.3659,0.4401
"MEF","replicate_1","IFNG",0,"ng/ml",15,0.5845,0.6866,"yes","bi-nuclear",0.2288,0.3025
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,1.0795,0.9644,"yes","bi-nuclear",1.635,1.5234
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,0.9453,0.9988,"yes","bi-nuclear",7.5941,6.2817
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.707,0.7645,"yes","bi-nuclear",8.5085,8.3086
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.9386,0.8851,"yes","bi-nuclear",10.8534,8.1273
"MEF","replicate_1","IFNG",1,"ng/ml",15,1.0409,0.904,"yes","bi-nuclear",6.1434,6.4382
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.8529,0.8075,"yes","bi-nuclear",9.3204,9.2261
"MEF","replicate_1","IFNG",10,"ng/ml",15,1.231,1.0709,"yes","bi-nuclear",19.3747,17.6138
"MEF","replicate_1","IFNG",10,"ng/ml",15,0.8054,1.1864,"yes","bi-nuclear",23.7158,19.4221
"MEF","replicate_1","IFNG",10,"ng/ml",15,1.5172,1.1232,"yes","bi-nuclear",25.1827,31.8504
"MEF","replicate_1","IFNG",10,"ng/ml",15,0.6656,0.653,"yes","bi-nuclear",4.752,7.9616
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,0.5266,0.4135,"yes","bi-nuclear",2.6816,9.2354
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,0.983,1.1864,"yes","bi-nuclear",3.7992,3.6677
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,1.1246,1.0184,"yes","bi-nuclear",4.8042,4.5632
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.9139,0.6826,"yes","bi-nuclear",15.7308,15.7
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.6791,0.9169,"yes","bi-nuclear",8.5229,10.0584
"MEF","replicate_1","IFNG",10,"ng/ml",15,1.288,1.5412,"yes","bi-nuclear",16.9088,13.8941
"MEF","replicate_1","IFNG",10,"ng/ml",5,0.9452,1.0481,"yes","bi-nuclear",5.1246,5.5209
"MEF","replicate_1","IFNG",10,"ng/ml",5,1.2645,0.8558,"yes","bi-nuclear",6.1767,5.5139
"MEF","replicate_1","IFNG",10,"ng/ml",5,1.2233,1.2839,"yes","bi-nuclear",2.7723,2.097
"MEF","replicate_1","IFNG",10,"ng/ml",5,0.7469,0.4337,"yes","bi-nuclear",3.2736,3.3991
"MEF","replicate_1","IFNG",10,"ng/ml",5,0.6972,0.6591,"yes","bi-nuclear",2.6413,3.7745
"MEF","replicate_1","IFNG",0,"ng/ml",15,0.3829,1.274,"no","bi-nuclear",1.7885,1.2181
"MEF","replicate_1","IFNG",0,"ng/ml",15,3.1718,1.0435,"no","bi-nuclear",3.3898,1.3811
"MEF","replicate_1","IFNG",0,"ng/ml",15,1.6473,0.987,"no","bi-nuclear",1.7938,1.2114
"MEF","replicate_1","IFNG",0,"ng/ml",15,2.3348,0.6803,"no","bi-nuclear",0.9876,0.6729
"MEF","replicate_1","IFNG",0,"ng/ml",15,0.8945,1.6284,"no","bi-nuclear",1.1692,1.1195
"MEF","replicate_1","IFNG",0,"ng/ml",15,2.1309,0.2821,"no","bi-nuclear",1.1921,0.9376
"MEF","replicate_1","IFNG",0,"ng/ml",15,2.6366,0.5893,"no","bi-nuclear",1.2031,1.0518
"MEF","replicate_1","IFNG",0,"ng/ml",15,0.5518,2.5294,"no","bi-nuclear",1.0939,1.0738
"MEF","replicate_1","IFNG",0,"ng/ml",15,0.4568,1.1075,"no","bi-nuclear",1.4364,1.177
"MEF","replicate_1","IFNG",0,"ng/ml",15,2.1822,0.1573,"no","bi-nuclear",0.3266,0.3592
"MEF","replicate_1","IFNG",0,"ng/ml",15,2.5455,0.5922,"no","bi-nuclear",0.6313,0.7959
"MEF","replicate_1","IFNG",0,"ng/ml",15,0.4104,2.4366,"no","bi-nuclear",0.8643,0.7343
"MEF","replicate_1","IFNG",0,"ng/ml",15,2.5272,0.3049,"no","bi-nuclear",1.1017,1.8784
"MEF","replicate_1","IFNG",0,"ng/ml",15,1.6337,0.4672,"no","bi-nuclear",1.8687,2.4212
"MEF","replicate_1","IFNG",0,"ng/ml",15,0.4108,1.5802,"no","bi-nuclear",1.062,0.7982
"MEF","replicate_1","IFNG",0,"ng/ml",15,3.1954,0.4898,"no","bi-nuclear",0.5316,0.5403
"MEF","replicate_1","IFNG",0,"ng/ml",15,0.3074,2.3187,"no","bi-nuclear",0.4497,0.4668
"MEF","replicate_1","IFNG",0,"ng/ml",15,2.622,0.5795,"no","bi-nuclear",1.9782,0.7854
"MEF","replicate_1","IFNG",0,"ng/ml",15,2.5595,0.3484,"no","bi-nuclear",0.9203,0.8217
"MEF","replicate_1","IFNG",0,"ng/ml",15,3.2885,0.39,"no","bi-nuclear",1.07,0.5586
"MEF","replicate_1","IFNG",0,"ng/ml",15,3.155,0.6279,"no","bi-nuclear",1.4049,0.9351
"MEF","replicate_1","IFNG",0,"ng/ml",15,3.7787,0.4313,"no","bi-nuclear",0.7026,0.5451
"MEF","replicate_1","IFNG",0,"ng/ml",15,0.4858,3.1118,"no","bi-nuclear",0.8422,0.5646
"MEF","replicate_1","IFNG",0,"ng/ml",15,0.3581,2.0621,"no","bi-nuclear",0.596,0.7026
"MEF","replicate_1","IFNG",0,"ng/ml",15,0.552,7.1068,"no","bi-nuclear",1.0258,0.7124
"MEF","replicate_1","IFNG",0,"ng/ml",15,0.3588,1.4185,"no","bi-nuclear",1.3207,1.0692
"MEF","replicate_1","IFNG",0,"ng/ml",15,1.8373,0.0767,"no","bi-nuclear",0.4002,0.524
"MEF","replicate_1","IFNG",0,"ng/ml",15,2.3881,0.2368,"no","bi-nuclear",0.5322,0.6611
"MEF","replicate_1","IFNG",0,"ng/ml",15,2.0405,0.3323,"no","bi-nuclear",0.7297,0.5535
"MEF","replicate_1","IFNG",0,"ng/ml",15,3.3962,0.5463,"no","bi-nuclear",0.8417,0.4744
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,0.2821,2.2758,"no","bi-nuclear",1.098,1.6699
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,2.2535,0.4867,"no","bi-nuclear",2.6862,2.0411
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,0.4276,1.666,"no","bi-nuclear",5.5352,6.8816
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,2.7987,0.4277,"no","bi-nuclear",1.5889,1.676
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,0.4117,2.5704,"no","bi-nuclear",1.7028,0.8367
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,0.2938,2.4238,"no","bi-nuclear",2.7561,3.4089
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,3.0323,0.4605,"no","bi-nuclear",2.2094,1.7117
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,3.4199,0.4001,"no","bi-nuclear",2.6536,1.6117
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,2.8038,0.2754,"no","bi-nuclear",1.9975,2.6012
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,0.3585,1.7365,"no","bi-nuclear",0.6551,0.6714
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,2.1126,0.222,"no","bi-nuclear",3.1057,4.4174
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,0.4869,2.4997,"no","bi-nuclear",2.9311,2.0296
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,3.2827,0.628,"no","bi-nuclear",6.2905,2.7592
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,2.9834,0.3934,"no","bi-nuclear",1.6169,1.5096
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,0.4093,4.2991,"no","bi-nuclear",3.0105,2.2953
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,2.2797,0.4061,"no","bi-nuclear",2.7033,3.4127
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,3.3739,0.4588,"no","bi-nuclear",1.5865,1.2132
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,3.4659,0.4446,"no","bi-nuclear",1.2809,1.0313
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,2.3706,0.3455,"no","bi-nuclear",1.0606,1.301
"MEF","replicate_1","IFNG",1,"ng/ml",15,3.0614,0.4735,"no","bi-nuclear",11.5403,11.7987
"MEF","replicate_1","IFNG",1,"ng/ml",15,2.9647,0.1139,"no","bi-nuclear",12.0046,10.5077
"MEF","replicate_1","IFNG",1,"ng/ml",15,2.5542,0.0565,"no","bi-nuclear",7.4695,9.5072
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.5324,4.5872,"no","bi-nuclear",25.1451,18.5314
"MEF","replicate_1","IFNG",1,"ng/ml",15,2.4006,0.3716,"no","bi-nuclear",20.4959,14.8873
"MEF","replicate_1","IFNG",1,"ng/ml",15,2.3992,0.4852,"no","bi-nuclear",13.9172,15.4647
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.4854,2.0811,"no","bi-nuclear",6.7295,10.0999
"MEF","replicate_1","IFNG",1,"ng/ml",15,3.2819,0.307,"no","bi-nuclear",11.2349,10.0397
"MEF","replicate_1","IFNG",1,"ng/ml",15,2.2081,0.4633,"no","bi-nuclear",15.7695,10.4358
"MEF","replicate_1","IFNG",1,"ng/ml",15,2.0836,0.5683,"no","bi-nuclear",9.807,6.6141
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.5167,4.2415,"no","bi-nuclear",36.3932,26.2145
"MEF","replicate_1","IFNG",1,"ng/ml",15,1.9012,0.3748,"no","bi-nuclear",10.0477,12.0164
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.5438,8.7547,"no","bi-nuclear",13.6335,8.6686
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.3064,2.4619,"no","bi-nuclear",18.5251,18.8124
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.5264,3.6568,"no","bi-nuclear",14.5056,10.869
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.3056,1.9474,"no","bi-nuclear",5.6926,8.7319
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.3195,1.6535,"no","bi-nuclear",12.1761,14.5004
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.4626,3.3786,"no","bi-nuclear",10.5923,6.0026
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.3877,2.1396,"no","bi-nuclear",12.1097,11.96
"MEF","replicate_1","IFNG",1,"ng/ml",15,3.4872,0.2062,"no","bi-nuclear",10.1121,7.1981
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.489,2.8242,"no","bi-nuclear",2.0865,1.0784
"MEF","replicate_1","IFNG",1,"ng/ml",15,2.7576,0.3191,"no","bi-nuclear",8.2908,8.891
"MEF","replicate_1","IFNG",10,"ng/ml",15,3.0433,0.5983,"no","bi-nuclear",26.3717,23.9043
"MEF","replicate_1","IFNG",10,"ng/ml",15,0.387,2.6852,"no","bi-nuclear",14.3847,16.9242
"MEF","replicate_1","IFNG",10,"ng/ml",15,2.2082,0.216,"no","bi-nuclear",15.2088,14.0243
"MEF","replicate_1","IFNG",10,"ng/ml",15,0.49,4.045,"no","bi-nuclear",30.4063,19.9046
"MEF","replicate_1","IFNG",10,"ng/ml",15,0.4527,2.4567,"no","bi-nuclear",6.2283,7.393
"MEF","replicate_1","IFNG",10,"ng/ml",15,0.3482,3.3904,"no","bi-nuclear",17.0664,17.4562
"MEF","replicate_1","IFNG",10,"ng/ml",15,4.1853,0.3714,"no","bi-nuclear",18.822,12.3944
"MEF","replicate_1","IFNG",10,"ng/ml",15,0.2991,2.7389,"no","bi-nuclear",13.1426,20.3179
"MEF","replicate_1","IFNG",10,"ng/ml",15,2.9654,0.4348,"no","bi-nuclear",11.6394,11.7282
"MEF","replicate_1","IFNG",10,"ng/ml",15,0.3164,1.7149,"no","bi-nuclear",4.4436,33.0092
"MEF","replicate_1","IFNG",10,"ng/ml",15,0.4984,1.9889,"no","bi-nuclear",21.714,23.6618
"MEF","replicate_1","IFNG",10,"ng/ml",15,2.2953,0.2273,"no","bi-nuclear",21.0845,19.7713
"MEF","replicate_1","IFNG",10,"ng/ml",15,1.0959,1.8839,"no","bi-nuclear",11.0247,10.2518
"MEF","replicate_1","IFNG",10,"ng/ml",15,2.778,0.3776,"no","bi-nuclear",8.7543,4.9001
"MEF","replicate_1","IFNG",10,"ng/ml",15,3.3691,0.4553,"no","bi-nuclear",24.6524,14.7926
"MEF","replicate_1","IFNG",10,"ng/ml",15,3.648,0.4733,"no","bi-nuclear",16.0649,12.0398
"MEF","replicate_1","IFNG",10,"ng/ml",15,3.0811,0.4641,"no","bi-nuclear",31.1319,21.9973
"MEF","replicate_1","IFNG",10,"ng/ml",15,3.1173,0.6042,"no","bi-nuclear",25.0666,16.7702
"MEF","replicate_1","IFNG",10,"ng/ml",15,2.6697,0.4671,"no","bi-nuclear",9.4508,4.7057
"MEF","replicate_1","IFNG",10,"ng/ml",15,0.477,3.9077,"no","bi-nuclear",0.7649,0.5581
"MEF","replicate_1","IFNG",10,"ng/ml",15,0.3612,2.7455,"no","bi-nuclear",13.9041,18.4202
"MEF","replicate_1","IFNG",10,"ng/ml",15,0.4746,2.7383,"no","bi-nuclear",20.1644,15.2262
"MEF","replicate_1","IFNG",10,"ng/ml",15,0.5224,4.8004,"no","bi-nuclear",8.8519,4.5024
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,2.7095,0.6103,"no","bi-nuclear",8.6182,4.2582
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,2.1956,0.2623,"no","bi-nuclear",1.4842,1.81
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,0.5159,1.9795,"no","bi-nuclear",2.4781,1.4059
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,2.4414,0.2919,"no","bi-nuclear",5.0337,4.3411
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,0.4381,2.0337,"no","bi-nuclear",5.9718,10.606
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,2.0953,0.2235,"no","bi-nuclear",2.8495,3.5849
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,0.4074,3.8678,"no","bi-nuclear",4.1013,4.001
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,1.7843,0.6137,"no","bi-nuclear",4.3131,5.1679
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,0.5549,2.8629,"no","bi-nuclear",2.9399,2.706
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,0.3893,1.5234,"no","bi-nuclear",5.0686,2.9314
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,2.9323,0.358,"no","bi-nuclear",3.2144,2.0575
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,0.2857,1.8279,"no","bi-nuclear",4.7763,3.6166
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,0.5531,2.5652,"no","bi-nuclear",3.7481,2.1324
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,2.7635,0.6382,"no","bi-nuclear",3.0817,1.976
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,2.8767,0.6237,"no","bi-nuclear",3.6836,2.5074
"MEF","replicate_1","IFNG",0.1,"ng/ml",15,2.7801,0.4674,"no","bi-nuclear",3.2559,3.836
"MEF","replicate_1","IFNG",1,"ng/ml",15,2.7666,0.2579,"no","bi-nuclear",5.7366,6.9034
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.3978,2.3185,"no","bi-nuclear",6.586,4.1476
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.3009,2.7817,"no","bi-nuclear",11.327,12.202
"MEF","replicate_1","IFNG",1,"ng/ml",15,2.251,0.4021,"no","bi-nuclear",3.2334,2.6721
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.4139,2.685,"no","bi-nuclear",16.2517,13.9433
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.2654,3.4492,"no","bi-nuclear",4.465,4.6822
"MEF","replicate_1","IFNG",1,"ng/ml",15,2.5089,0.4615,"no","bi-nuclear",11.0228,7.5559
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.4554,2.743,"no","bi-nuclear",20.9025,16.1781
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.4275,2.0373,"no","bi-nuclear",16.0242,14.025
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.355,2.3868,"no","bi-nuclear",12.6626,15.7381
"MEF","replicate_1","IFNG",1,"ng/ml",15,2.275,0.3702,"no","bi-nuclear",5.9746,6.1642
"MEF","replicate_1","IFNG",1,"ng/ml",15,3.5214,0.5867,"no","bi-nuclear",25.2797,22.6346
"MEF","replicate_1","IFNG",1,"ng/ml",15,2.6952,0.2121,"no","bi-nuclear",7.6179,7.7362
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.5297,2.3902,"no","bi-nuclear",14.594,10.489
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.4294,1.6789,"no","bi-nuclear",15.8974,15.9503
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.3644,1.8546,"no","bi-nuclear",4.8415,7.5527
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.4749,2.1601,"no","bi-nuclear",10.7786,10.8513
"MEF","replicate_1","IFNG",1,"ng/ml",15,2.5109,0.4511,"no","bi-nuclear",10.275,7.2206
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.4411,4.5242,"no","bi-nuclear",14.1285,9.4522
"MEF","replicate_1","IFNG",1,"ng/ml",15,2.6889,0.4738,"no","bi-nuclear",5.7617,5.2659
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.3586,1.954,"no","bi-nuclear",5.9627,6.6483
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.4293,2.0277,"no","bi-nuclear",7.9363,8.9572
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.4468,3.8497,"no","bi-nuclear",11.9421,8.4566
"MEF","replicate_1","IFNG",1,"ng/ml",15,2.7052,0.5908,"no","bi-nuclear",26.0219,24.5999
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.4173,2.2852,"no","bi-nuclear",3.8579,3.2077
"MEF","replicate_1","IFNG",1,"ng/ml",15,2.9686,0.4503,"no","bi-nuclear",15.6365,11.7266
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.626,5.6572,"no","bi-nuclear",4.5956,2.4267
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.3514,2.5674,"no","bi-nuclear",18.0062,15.0246
"MEF","replicate_1","IFNG",1,"ng/ml",15,3.3586,0.4466,"no","bi-nuclear",7.5501,6.2374
"MEF","replicate_1","IFNG",1,"ng/ml",15,3.2542,0.8129,"no","bi-nuclear",10.1229,4.811
"MEF","replicate_1","IFNG",1,"ng/ml",15,2.4133,0.4822,"no","bi-nuclear",14.6237,16.6341
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.4415,1.6974,"no","bi-nuclear",17.2819,23.9357
"MEF","replicate_1","IFNG",1,"ng/ml",15,2.1234,0.4563,"no","bi-nuclear",10.2188,11.2963
"MEF","replicate_1","IFNG",1,"ng/ml",15,2.5208,0.274,"no","bi-nuclear",8.3157,8.7168
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.4777,1.3832,"no","bi-nuclear",14.0012,11.7652
"MEF","replicate_1","IFNG",1,"ng/ml",15,2.659,0.3818,"no","bi-nuclear",6.9171,10.0856
"MEF","replicate_1","IFNG",1,"ng/ml",15,2.1369,0.5608,"no","bi-nuclear",20.4201,12.7955
"MEF","replicate_1","IFNG",1,"ng/ml",15,0.5135,3.8075,"no","bi-nuclear",25.6029,14.9669
"MEF","replicate_1","IFNG",1,"ng/ml",15,2.7008,0.404,"no","bi-nuclear",14.0654,11.9124
"MEF","replicate_1","IFNG",10,"ng/ml",15,0.4318,5.3738,"no","bi-nuclear",24.9118,22.7936
"MEF","replicate_1","IFNG",10,"ng/ml",15,0.4336,3.1293,"no","bi-nuclear",25.3484,30.1061
"MEF","replicate_1","IFNG",10,"ng/ml",15,2.0647,0.9287,"no","bi-nuclear",6.5442,8.2804
"MEF","replicate_1","IFNG",10,"ng/ml",15,0.4439,2.7243,"no","bi-nuclear",25.053,22.4764
"MEF","replicate_1","IFNG",10,"ng/ml",15,2.3204,0.5828,"no","bi-nuclear",14.8406,17.8793
"MEF","replicate_1","IFNG",10,"ng/ml",15,0.3514,5.1223,"no","bi-nuclear",9.5912,11.4883
"MEF","replicate_1","IFNG",10,"ng/ml",15,2.6205,0.7181,"no","bi-nuclear",9.2497,13.3837
"MEF","replicate_1","IFNG",10,"ng/ml",15,2.928,0.6268,"no","bi-nuclear",21.6683,17.8333
"MEF","replicate_1","IFNG",10,"ng/ml",15,3.3824,0.941,"no","bi-nuclear",37.9446,25.5498
"MEF","replicate_1","IFNG",10,"ng/ml",15,0.3938,1.8252,"no","bi-nuclear",21.4037,34.7017
"MEF","replicate_1","IFNG",10,"ng/ml",15,0.4615,3.202,"no","bi-nuclear",29.2877,29.8371
"MEF","replicate_1","IFNG",10,"ng/ml",15,0.328,2.8995,"no","bi-nuclear",8.1166,10.008
"MEF","replicate_1","IFNG",10,"ng/ml",15,0.3449,3.0683,"no","bi-nuclear",14.3403,19.0526
"MEF","replicate_1","IFNG",10,"ng/ml",15,3.7604,0.4714,"no","bi-nuclear",17.5435,15.4606
"MEF","replicate_1","IFNG",10,"ng/ml",15,3.0844,0.5385,"no","bi-nuclear",27.0165,15.5003
"MEF","replicate_1","IFNG",10,"ng/ml",15,2.3836,0.6939,"no","bi-nuclear",40.1997,36.194
"MEF","replicate_1","IFNG",10,"ng/ml",15,0.3702,1.2692,"no","bi-nuclear",36.7421,31.8454
"MEF","replicate_1","IFNG",10,"ng/ml",15,3.4169,0.6252,"no","bi-nuclear",29.4184,24.1251
"MEF","replicate_1","IFNG",10,"ng/ml",15,3.7459,0.4399,"no","bi-nuclear",10.3213,11.1972
"MEF","replicate_1","IFNG",10,"ng/ml",15,0.4719,1.6238,"no","bi-nuclear",2.5114,5.5032
"MEF","replicate_1","IFNG",10,"ng/ml",15,2.0798,0.5413,"no","bi-nuclear",18.7763,24.341
"MEF","replicate_1","IFNG",10,"ng/ml",15,2.0634,0.268,"no","bi-nuclear",6.9674,8.6333
"MEF","replicate_1","IFNG",10,"ng/ml",5,3.4018,0.5097,"no","bi-nuclear",13.07,4.9712
"MEF","replicate_1","IFNG",10,"ng/ml",5,4.1912,0.5422,"no","bi-nuclear",3.9613,3.6669
"MEF","replicate_1","IFNG",10,"ng/ml",5,0.3787,2.2213,"no","bi-nuclear",4.7517,4.3283
"MEF","replicate_1","IFNG",10,"ng/ml",5,2.1065,0.5037,"no","bi-nuclear",2.1352,2.2628
"MEF","replicate_1","IFNG",10,"ng/ml",5,3.0907,0.285,"no","bi-nuclear",6.6877,6.8798
